sequence_id,stride,start,n_views,median_gap_deg,mean_gap_deg,p90_gap_deg,total_coverage_deg,trajectory_arc_length,rot_median,rot_p90,rot_mean,center_median_norm,center_p90_norm,trajectory_cosine,neighbor_rpe_rot,neighbor_rpe_trans,pose_gate,frame_indices
plantview__langdon_4__12-03-24,4,0,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,9.559856923453308,18.5666847010554,10.895579819731822,0.1724815978707409,0.4192316524577313,0.9755355369351921,4.046467748075554,0.16362626159880395,PASS,"0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60"
plantview__langdon_4__12-03-24,4,51,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,2.7241816309440194,6.403555090632292,3.4334381819113435,0.06619876765109031,0.10303347301811036,0.9951674063740216,3.7100321293859007,0.12056851750015651,PASS,"51,55,59,63,67,71,75,79,83,87,91,95,99,103,107,111"
plantview__langdon_4__12-03-24,4,103,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,4.41278814812142,10.343381185459496,5.277854453361622,0.08323633037808423,0.1500168297786826,0.9870015232185613,3.446465328229527,0.12159255856545073,PASS,"103,107,111,115,119,123,127,131,135,139,143,147,151,155,159,163"
plantview__langdon_4__12-03-24,4,155,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,15.549697322478114,31.631924637303378,16.627766812740653,0.2852317147017024,0.598585309210269,0.958544098767008,7.138267751045363,0.19866211601734593,FAIL,"155,159,163,167,171,175,179,183,187,191,195,199,203,207,211,215"
plantview__langdon_4__12-03-24,4,207,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,2.801883102891574,8.395162576910135,3.614928982854599,0.053141104719331506,0.07331613687563511,0.9981744327339112,5.142106380532477,0.11340591933385115,PASS,"207,211,215,219,223,227,231,235,239,243,247,251,255,259,263,267"
plantview__langdon_4__12-03-24,6,0,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,19.36003038510028,34.614938014279545,19.61740559018366,0.29990769436008236,0.5984960159763454,0.9251220847974627,10.618302611232195,0.31865201813887556,FAIL,"0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90"
plantview__langdon_4__12-03-24,6,45,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,2.8986805679134364,5.611189640058457,4.457863746998507,0.03317362609328025,0.08222750122437704,0.9976340907784433,6.874636758302644,0.10787341289685294,PASS,"45,51,57,63,69,75,81,87,93,99,105,111,117,123,129,135"
plantview__langdon_4__12-03-24,6,91,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,24.05030435244899,40.17916261781157,24.25305268682762,0.43408035836120357,0.8078819859717457,0.854678466146391,10.595631157676717,0.31528994691975654,FAIL,"91,97,103,109,115,121,127,133,139,145,151,157,163,169,175,181"
plantview__langdon_4__12-03-24,6,137,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,21.86520771354195,35.10950702117934,22.240237030049407,0.3572369897861168,0.572438295113864,0.879351183567096,10.49285206720436,0.30268693275985736,FAIL,"137,143,149,155,161,167,173,179,185,191,197,203,209,215,221,227"
plantview__langdon_4__12-03-24,6,183,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,13.863204713149035,30.82220071816488,15.32552423664178,0.1508925925270066,0.2714352828395083,0.9773628574074736,10.247182206992802,0.2091819444511746,FAIL,"183,189,195,201,207,213,219,225,231,237,243,249,255,261,267,273"
plantview__langdon_4__12-03-24,8,0,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,8.475251063632868,15.995985439953682,10.202466957114858,0.17919276800288092,0.2561310439313593,0.9737841912174294,11.044187668306495,0.2060911717345866,PASS,"0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120"
plantview__langdon_4__12-03-24,8,39,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,3.4453941102285457,10.384440590327907,5.218086676902435,0.06611195162086628,0.11835808746839976,0.9977320569358361,6.23894589083851,0.10095352185941343,PASS,"39,47,55,63,71,79,87,95,103,111,119,127,135,143,151,159"
plantview__langdon_4__12-03-24,8,79,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,3.706994317487925,5.349466086005968,3.6346590895592215,0.07170448350546772,0.13670319869170497,0.9937695114158195,4.733524246854769,0.11719633372160759,PASS,"79,87,95,103,111,119,127,135,143,151,159,167,175,183,191,199"
plantview__langdon_4__12-03-24,8,119,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,30.82960396523949,50.8760445327458,32.33823424030411,0.4324467452231915,0.9657465355196869,0.9140356214827674,14.9639552611016,0.22810305381937965,FAIL,"119,127,135,143,151,159,167,175,183,191,199,207,215,223,231,239"
plantview__langdon_4__12-03-24,8,159,16,6.835638024977779,7.77016502075824,11.606229200170247,179.41967828667975,42.12795882416158,30.530844411742294,50.05355967705425,30.410735104386198,0.4366655517594194,0.8378602042033811,0.9438296092351686,13.312444284061431,0.2574587684067369,FAIL,"159,167,175,183,191,199,207,215,223,231,239,247,255,263,271,279"
