sequence_id,window_a,window_b,n_overlap,status,alignment_scale,alignment_rotation_deg,alignment_translation_norm,overlap_center_RMSE_before,overlap_center_RMSE_after,overlap_rotation_error_before,center_spread
plantview__langdon_4__15-04-24,18,19,8,OK,0.9080095300910814,70.8897995241998,0.7384086902828617,0.8237630128860474,0.031638828353041305,47.779930114746094,0.15298435
plantview__langdon_4__15-04-24,19,20,8,OK,0.939417939918504,24.728953528980373,0.27082059443174217,0.28446996212005615,0.012048956113875063,17.00096893310547,0.20699823
plantview__langdon_4__15-04-24,20,21,8,OK,1.0717954170415702,49.084432192680154,0.81286548739059,0.7532529234886169,0.007824555962302106,48.069278717041016,0.18417639
plantview__langdon_4__15-04-24,21,22,8,OK,0.9594170605721878,27.524652493509745,0.39934628980877557,0.37538251280784607,0.007974244947199696,23.480560302734375,0.21106881
plantview__langdon_4__15-04-24,22,23,8,OK,0.9267289280373694,49.0008281632116,0.7377501052148168,0.822982132434845,0.01792823668122051,48.69021987915039,0.15324026
plantview__langdon_4__15-04-24,23,24,8,OK,0.9826276394749359,23.653105739469098,0.27239508254547007,0.28267815709114075,0.009614294923405434,17.219301223754883,0.19758645
plantview__langdon_4__15-04-24,24,25,8,OK,1.1648473971972024,51.303474719815895,0.8867212769294242,0.7563998103141785,0.022333600947354395,48.100040435791016,0.16811612
plantview__langdon_4__15-04-24,25,26,8,OK,0.9840696507930053,27.253454833153274,0.40503985295500927,0.3738422691822052,0.006959102689728464,23.58469009399414,0.1998352
plantview__langdon_4__15-04-24,26,27,8,OK,0.9498188214490771,51.75816483890097,0.7562853905468812,0.7984524369239807,0.01737375807143101,48.83661651611328,0.15561494
plantview__langdon_4__15-04-24,27,28,8,OK,0.9463748076982348,22.145222284303387,0.2702182972827773,0.27420178055763245,0.007913978602569446,17.208648681640625,0.2006203
plantview__langdon_4__15-04-24,28,29,8,OK,1.033811415211806,46.90903604644984,0.7533131009061567,0.7296366691589355,0.016326506425592538,47.50288391113281,0.17493346
plantview__langdon_4__15-04-24,29,30,8,OK,0.9651569353554691,31.147883429582308,0.3837689619965876,0.3550228774547577,0.006789552349216216,22.93415069580078,0.2007324
plantview__langdon_4__15-04-24,30,31,8,OK,0.9433025374560272,61.958018987266044,0.7269464505563877,0.7788184881210327,0.019651880477933516,48.61199188232422,0.15088966
plantview__langdon_4__15-04-24,31,32,8,OK,0.9733162706998073,26.203308849735937,0.276224923288298,0.28873059153556824,0.013127085334209969,17.690017700195312,0.19511054
plantview__langdon_4__15-04-24,32,33,8,OK,1.0011587843461824,51.73317362887773,0.7454038061045252,0.7685872316360474,0.0091338379377984,49.51374053955078,0.19430488
plantview__langdon_4__15-04-24,33,34,8,OK,0.9643702927540952,26.038218644777864,0.4078571927022654,0.36561402678489685,0.009325817631952636,25.099098205566406,0.19611609
