sequence,window_i,window_j,window_distance,n_overlap,n_inliers,Q_disp_med_deg,Q_disp_p90_deg,Q_disp_max_deg,weight,edge_status,q00,q01,q02,q10,q11,q12,q20,q21,q22
plantview__langdon_4__12-03-24,19,22,3,4,4,2.2894,4.0765,4.532,0.101337,OK,0.963247,0.17687,-0.202171,-0.048855,0.855431,0.515607,0.264138,-0.486779,0.832632
plantview__langdon_4__12-03-24,20,21,1,12,9,0.2549,3.4896,4.6245,0.796883,OK,0.999984,0.005545,0.001184,-0.005535,0.909425,0.415831,0.001229,-0.415831,0.909441
plantview__langdon_4__12-03-24,20,22,2,8,8,1.09,4.281,4.4163,0.318973,OK,0.999915,0.013018,0.000732,-0.009282,0.671215,0.741205,0.009157,-0.741148,0.671279
plantview__langdon_4__12-03-24,20,23,3,4,4,0.0,3.2447,4.6353,0.333333,OK,0.999863,0.01643,0.0018,-0.006553,0.294098,0.955753,0.015174,-0.955634,0.294166
plantview__langdon_4__12-03-24,21,22,1,12,12,0.4569,3.0971,3.2859,0.686373,OK,0.999988,0.004094,-0.002847,-0.002657,0.920609,0.390477,0.00422,-0.390464,0.920608
plantview__langdon_4__12-03-24,21,23,2,8,8,1.4308,3.3583,3.5215,0.274262,OK,0.999931,0.008567,-0.007979,0.000196,0.669155,0.743123,0.011706,-0.743073,0.669108
plantview__langdon_4__12-03-24,21,24,3,4,4,1.4682,3.2712,3.5753,0.135052,OK,0.999954,0.009606,0.000776,-0.00485,0.432031,0.901846,0.008327,-0.901808,0.432058
plantview__langdon_4__12-03-24,22,23,1,12,12,0.9662,1.1896,1.2748,0.508589,OK,0.99996,0.005082,-0.007377,-0.001536,0.908582,0.417704,0.008826,-0.417676,0.908553
plantview__langdon_4__12-03-24,22,24,2,8,5,0.106,1.0148,1.1165,0.602757,OK,0.999903,0.013897,0.001096,-0.011178,0.752265,0.658766,0.008331,-0.658714,0.752347
plantview__langdon_4__12-03-24,22,25,3,4,4,0.7291,0.9574,1.0334,0.192773,OK,0.999907,0.012948,0.00417,-0.013602,0.948322,0.317019,0.00015,-0.317047,0.94841
plantview__langdon_4__12-03-24,23,24,1,12,12,0.6915,2.1305,2.3399,0.591191,OK,0.999962,0.006115,0.006181,-0.007616,0.95898,0.283372,-0.004195,-0.283409,0.95899
plantview__langdon_4__12-03-24,23,25,2,8,8,0.6032,1.23,1.5593,0.415822,OK,0.9999,0.008265,0.011459,-0.007143,0.995476,-0.094748,-0.012191,0.094657,0.995435
plantview__langdon_4__12-03-24,23,26,3,4,4,0.0,2.1637,3.0911,0.333333,OK,0.999943,-0.001394,0.010545,0.006459,0.86728,-0.497778,-0.008452,0.497818,0.86724
plantview__langdon_4__12-03-24,24,25,1,12,12,1.0804,4.0866,4.5033,0.480673,OK,0.999919,-0.005771,0.011333,0.009514,0.930749,-0.365534,-0.008438,0.365612,0.930729
plantview__langdon_4__12-03-24,24,26,2,8,8,0.0,3.4428,4.4268,0.666667,OK,0.999564,-0.018609,0.02292,0.029422,0.692151,-0.721153,-0.002444,0.721513,0.692397
plantview__langdon_4__12-03-24,24,27,3,4,4,0.0,3.124,4.4628,0.333333,OK,0.999314,-0.007926,0.036163,0.036542,0.367812,-0.929182,-0.005937,0.929866,0.367849
plantview__langdon_4__12-03-24,25,26,1,12,12,0.7137,3.0297,4.2501,0.583534,OK,0.999903,-0.01365,0.002827,0.013528,0.901312,-0.43296,0.003362,0.432956,0.901409
plantview__langdon_4__12-03-24,25,27,2,8,8,1.147,3.7015,4.4979,0.310509,OK,0.999973,-0.006456,0.003442,0.006854,0.662143,-0.749346,0.002558,0.749349,0.66217
plantview__langdon_4__12-03-24,25,28,3,4,4,0.0,2.2019,3.1456,0.333333,OK,0.956264,-0.055641,-0.287164,-0.242123,0.400271,-0.883832,0.164121,0.914706,0.369293
plantview__langdon_4__12-03-24,26,27,1,12,12,0.291,1.8375,1.9967,0.774606,OK,0.99997,0.005924,-0.005034,-0.007399,0.923891,-0.382585,0.002384,0.38261,0.923907
plantview__langdon_4__12-03-24,26,28,2,8,8,0.0,1.5841,1.9853,0.666667,OK,0.9583,-0.043487,-0.282437,-0.150094,0.76445,-0.626967,0.243174,0.643214,0.726045
plantview__langdon_4__12-03-24,26,29,3,4,3,0.567,1.2007,1.4672,0.212723,OK,0.961755,0.079792,-0.262031,-0.15069,0.952985,-0.262894,0.228735,0.292325,0.928562
plantview__langdon_4__12-03-24,27,28,1,12,12,1.0422,2.8226,3.8426,0.489662,OK,0.962888,-0.045622,-0.266019,-0.037569,0.953361,-0.299484,0.267275,0.298364,0.916266
plantview__langdon_4__12-03-24,27,29,2,8,7,0.2668,1.7976,1.9493,0.526244,OK,0.967218,0.074897,-0.24265,-0.045565,0.991195,0.124322,0.249825,-0.10919,0.962115
plantview__langdon_4__12-03-24,27,30,3,4,4,0.0,0.0,0.0,0.333333,OK,0.968133,0.162411,-0.190635,-0.043086,0.857874,0.512051,0.246703,-0.48752,0.837533
plantview__langdon_4__12-03-24,28,29,1,12,12,0.0,3.9687,4.3234,1.0,OK,0.999902,0.010552,0.009224,-0.013454,0.907093,0.420715,-0.003928,-0.420798,0.907146
plantview__langdon_4__12-03-24,28,30,2,8,8,1.4949,3.5275,4.4248,0.267216,OK,0.999923,0.009429,0.00801,-0.012235,0.657526,0.753332,0.001836,-0.753373,0.657591
plantview__langdon_4__12-03-24,28,31,3,4,4,1.2128,2.5271,2.5707,0.150639,OK,0.999882,0.014011,0.006246,-0.010034,0.289373,0.957164,0.011603,-0.957114,0.28948
plantview__langdon_4__12-03-24,29,30,1,12,12,0.3539,3.0205,3.533,0.738622,OK,0.999988,-0.001419,-0.004741,0.003205,0.915692,0.401868,0.003771,-0.401878,0.915685
plantview__langdon_4__12-03-24,29,31,2,8,5,0.0,3.2267,3.5766,0.666667,OK,0.999846,0.0066,-0.016288,0.007507,0.677637,0.735358,0.015891,-0.735367,0.677483
plantview__langdon_4__12-03-24,29,32,3,4,4,1.5496,3.2576,3.4446,0.130739,OK,0.999947,0.008282,-0.006094,0.001867,0.436571,0.899668,0.010112,-0.899632,0.436533
plantview__langdon_4__12-03-24,30,31,1,12,12,0.3451,0.9646,1.4327,0.743451,OK,0.99993,0.003648,-0.011298,0.001053,0.920614,0.390474,0.011825,-0.390458,0.920545
plantview__langdon_4__12-03-24,30,32,2,8,8,0.3664,0.6144,0.8228,0.487917,OK,0.999871,0.015901,0.00241,-0.01367,0.761352,0.648194,0.008472,-0.648143,0.761471
plantview__langdon_4__12-03-24,30,33,3,4,4,0.6169,0.9074,0.919,0.206156,OK,0.999856,0.016259,0.004961,-0.016997,0.95131,0.307768,0.000285,-0.307808,0.951449
plantview__langdon_4__12-03-24,31,32,1,12,12,0.5326,1.3095,2.9634,0.652491,OK,0.999864,0.010184,0.012954,-0.013677,0.951388,0.307691,-0.009191,-0.307827,0.951398
plantview__langdon_4__12-03-24,31,33,2,8,8,0.4899,1.4892,1.495,0.447449,OK,0.999811,0.012884,0.014541,-0.011895,0.997739,-0.066151,-0.01536,0.065965,0.997704
plantview__langdon_4__12-03-24,31,34,3,4,4,0.0,0.0,0.0,0.333333,OK,0.9999,0.004543,0.013427,0.00235,0.881016,-0.473081,-0.013979,0.473065,0.880917
plantview__langdon_4__12-03-24,32,33,1,12,12,0.6609,2.9125,3.1355,0.602085,OK,0.999963,-0.003877,0.00765,0.006446,0.928114,-0.37224,-0.005657,0.372276,0.928105
plantview__langdon_4__12-03-24,32,34,2,8,6,0.1816,3.0054,3.0243,0.5642,OK,0.999814,-0.013116,0.014163,0.019304,0.680144,-0.732824,-2.1e-05,0.732961,0.680271
plantview__langdon_4__12-03-24,32,35,3,4,4,0.3805,1.2094,1.4015,0.241461,OK,0.999618,-0.005961,0.026976,0.027377,0.344642,-0.938335,-0.003704,0.938715,0.344674
plantview__langdon_4__12-03-24,33,34,1,12,12,1.2975,2.7853,3.1125,0.435258,OK,0.999932,-0.011123,-0.003362,0.008535,0.89941,-0.437022,0.007885,0.436964,0.899444
plantview__langdon_4__12-03-24,33,35,2,8,8,1.4572,3.1056,3.5274,0.271315,OK,0.999814,-0.010865,0.015917,0.019141,0.655847,-0.754651,-0.00224,0.754816,0.655933
plantview__langdon_4__12-03-24,33,36,3,4,4,1.042,2.0206,2.3924,0.163235,OK,0.951657,-0.061801,-0.30088,-0.253723,0.393949,-0.883419,0.173128,0.917052,0.359224
plantview__langdon_4__12-03-24,34,35,1,12,12,0.2654,1.759,2.1568,0.790246,OK,0.999761,0.000952,0.021848,0.007601,0.921634,-0.387985,-0.020506,0.388058,0.921407
plantview__langdon_4__12-03-24,34,36,2,8,8,0.0,1.4654,1.6925,0.666667,OK,0.956271,-0.042485,-0.289381,-0.156972,0.760284,-0.630339,0.246791,0.6482,0.720369
plantview__langdon_4__12-03-24,34,37,3,4,4,0.4561,1.0925,1.1697,0.228918,OK,0.957954,0.078026,-0.276107,-0.153677,0.952173,-0.264102,0.242295,0.295429,0.924129
plantview__langdon_4__12-03-24,35,36,1,12,9,0.3068,2.0035,4.2351,0.765248,OK,0.948173,-0.050224,-0.31376,-0.047948,0.953509,-0.297527,0.314116,0.297151,0.901683
plantview__langdon_4__12-03-24,35,37,2,8,7,0.4093,2.2404,2.4005,0.473061,OK,0.949778,0.08908,-0.299979,-0.048696,0.989022,0.139516,0.309113,-0.117902,0.943689
plantview__langdon_4__12-03-24,35,38,3,4,4,0.0,1.5523,2.2175,0.333333,OK,0.951439,0.199665,-0.234301,-0.049862,0.851028,0.522748,0.303771,-0.485681,0.819657
plantview__langdon_4__12-03-24,36,37,1,12,12,0.0,3.8208,4.2663,1.0,OK,0.999998,0.001058,0.001426,-0.001567,0.90358,0.428417,-0.000835,-0.428418,0.90358
plantview__langdon_4__12-03-24,36,38,2,8,8,2.1638,3.2762,4.4257,0.210719,OK,0.999983,4.3e-05,0.005869,-0.004456,0.656459,0.754349,-0.00382,-0.754362,0.656448
plantview__langdon_4__12-03-24,36,39,3,4,4,1.2188,2.4915,2.5146,0.150234,OK,0.999952,0.0098,-5.6e-05,-0.002786,0.289718,0.957108,0.009396,-0.957062,0.289732
plantview__langdon_4__12-03-24,37,38,1,12,12,0.0,2.8473,3.1586,1.0,OK,0.99997,-0.003413,0.007003,0.000383,0.91935,0.393441,-0.007781,-0.393427,0.919323
plantview__langdon_4__12-03-24,37,39,2,8,8,0.0,3.0317,3.0493,0.666667,OK,0.999998,0.001867,0.000204,-0.001432,0.687495,0.726188,0.001215,-0.726187,0.687496
plantview__langdon_4__12-03-24,37,40,3,4,4,1.5467,3.1619,3.1913,0.130891,OK,0.99999,0.004299,0.000805,-0.00265,0.449023,0.893516,0.00348,-0.89351,0.44903
plantview__langdon_4__12-03-24,38,39,1,12,12,0.547,1.4182,1.4292,0.646427,OK,0.999948,0.009211,-0.004435,-0.006746,0.920502,0.39068,0.007681,-0.39063,0.920516
plantview__langdon_4__12-03-24,38,40,2,8,8,0.0,1.1478,1.4396,0.666667,OK,0.999865,0.016446,-0.000356,-0.012318,0.762878,0.646425,0.010903,-0.646333,0.762978
plantview__langdon_4__12-03-24,38,41,3,4,4,0.8481,1.1953,1.3167,0.180363,OK,0.999857,0.016867,0.001109,-0.016376,0.950318,0.31085,0.004189,-0.310824,0.950458
plantview__langdon_4__12-03-24,39,40,1,12,12,0.603,1.5332,3.825,0.623845,OK,0.999968,0.007968,0.000277,-0.007684,0.953943,0.299888,0.002125,-0.299881,0.953974
plantview__langdon_4__12-03-24,39,41,2,8,8,0.6297,1.2137,1.5154,0.409082,OK,0.999961,0.008463,0.00239,-0.008268,0.997352,-0.072251,-0.002995,0.072229,0.997384
plantview__langdon_4__12-03-24,39,42,3,4,3,0.122,1.2238,1.6437,0.297086,OK,0.999933,-0.009327,0.006784,0.011412,0.885253,-0.464969,-0.001669,0.465016,0.885301
plantview__langdon_4__12-03-24,40,41,1,12,10,0.2211,3.767,4.9219,0.818947,OK,0.999973,-0.001873,0.007128,0.004375,0.929188,-0.369583,-0.005931,0.369604,0.929171
plantview__langdon_4__12-03-24,40,42,2,8,8,0.3876,3.6822,3.8909,0.480441,OK,0.999568,-0.020861,0.020687,0.029376,0.699253,-0.71427,0.000435,0.714569,0.699564
plantview__langdon_4__12-03-24,40,43,3,4,4,0.8837,3.0943,3.663,0.176957,OK,0.999618,-0.01308,0.024359,0.027443,0.362134,-0.931722,0.003366,0.932034,0.362355
plantview__langdon_4__12-03-24,41,42,1,12,12,0.0,2.8741,3.5145,1.0,OK,0.999729,-0.019523,0.012711,0.023045,0.908723,-0.416763,-0.003414,0.416943,0.908926
plantview__langdon_4__12-03-24,41,43,2,8,8,1.7504,3.3096,3.7023,0.242386,OK,0.9999,-0.012708,-0.006155,0.003978,0.671786,-0.740735,0.013548,0.740636,0.671769
plantview__langdon_4__12-03-24,41,44,3,4,4,0.0,1.7582,2.5118,0.333333,OK,0.965286,-0.035831,-0.258728,-0.219643,0.424708,-0.878282,0.141353,0.904621,0.402094
plantview__langdon_4__12-03-24,42,43,1,12,12,0.8047,1.5189,1.8046,0.554121,OK,0.9996,0.00112,-0.028244,-0.011947,0.922327,-0.386225,0.025618,0.386408,0.921972
plantview__langdon_4__12-03-24,42,44,2,8,8,0.0,0.5673,0.8125,0.666667,OK,0.964831,-0.027773,-0.2614,-0.147288,0.766535,-0.625085,0.217732,0.641602,0.735486
plantview__langdon_4__12-03-24,42,45,3,4,4,1.1487,1.4455,1.5055,0.155131,OK,0.968567,0.077314,-0.236433,-0.142997,0.950782,-0.274892,0.203544,0.30006,0.931952
plantview__langdon_4__12-03-24,43,44,1,12,12,0.8177,2.4321,3.0615,0.55015,OK,0.975722,-0.016862,-0.218361,-0.048487,0.955659,-0.290455,0.213576,0.293991,0.931641
plantview__langdon_4__12-03-24,43,45,2,8,8,0.5906,2.028,2.1088,0.41912,OK,0.97736,0.072094,-0.198922,-0.050252,0.992352,0.112749,0.205529,-0.1002,0.973508
plantview__langdon_4__12-03-24,43,46,3,4,4,0.0,1.6427,2.3467,0.333333,OK,0.978811,0.139835,-0.149587,-0.048257,0.867466,0.49515,0.199,-0.47744,0.855833
plantview__langdon_4__12-03-24,44,45,1,12,12,0.0,3.6536,5.5414,1.0,OK,0.999989,0.003728,-0.002909,-0.00225,0.916184,0.400751,0.004159,-0.40074,0.916183
plantview__langdon_4__12-03-24,44,46,2,8,8,1.4363,3.9737,4.3426,0.273643,OK,0.999986,0.002896,-0.004438,0.001244,0.685755,0.727831,0.005151,-0.727826,0.685742
plantview__langdon_4__12-03-24,44,47,3,4,4,1.8465,4.5476,4.9139,0.117105,OK,0.999861,0.014718,-0.007867,0.002855,0.313621,0.949544,0.016442,-0.949434,0.313535
plantview__langdon_4__12-03-24,45,46,1,12,12,0.0,1.921,2.607,1.0,OK,0.999977,-0.006328,-0.002619,0.006849,0.921271,0.388861,-4.8e-05,-0.38887,0.921293
plantview__langdon_4__12-03-24,45,47,2,8,8,0.2551,2.7088,2.9949,0.531152,OK,0.999957,-0.000737,-0.009192,0.007284,0.674342,0.738383,0.005654,-0.738419,0.674319
plantview__langdon_4__12-03-24,45,48,3,4,3,0.2514,1.9378,2.5527,0.266365,OK,0.999838,0.002206,-0.017836,0.01511,0.434079,0.900748,0.00973,-0.900872,0.433976
plantview__langdon_4__12-03-24,46,47,1,12,12,0.707,1.2236,1.2269,0.585824,OK,0.999982,0.005671,-0.002031,-0.004322,0.910359,0.413797,0.004196,-0.41378,0.910367
plantview__langdon_4__12-03-24,46,48,2,8,8,0.786,1.4874,1.7824,0.373271,OK,0.999912,0.011182,-0.007128,-0.003717,0.752328,0.658778,0.012729,-0.658694,0.752303
plantview__langdon_4__12-03-24,46,49,3,4,4,0.8074,0.8853,0.9087,0.184428,OK,0.999904,0.013242,-0.003979,-0.011328,0.949553,0.313402,0.007928,-0.313327,0.949612
plantview__langdon_4__12-03-24,47,48,1,12,10,0.6057,1.8673,3.1051,0.622788,OK,0.999975,0.003916,-0.005852,-0.002088,0.958648,0.284588,0.006724,-0.284569,0.958632
plantview__langdon_4__12-03-24,47,49,2,8,8,0.8115,1.3645,1.5671,0.368022,OK,0.999987,0.004966,-0.001409,-0.005082,0.994988,-0.099861,0.000906,0.099867,0.995
plantview__langdon_4__12-03-24,47,50,3,4,4,1.0915,2.19,2.6215,0.159372,OK,0.999873,-0.013957,0.007743,0.015957,0.863801,-0.50358,0.00034,0.50364,0.863914
plantview__langdon_4__12-03-24,48,49,1,12,12,1.9836,3.6171,3.8169,0.335165,OK,0.999982,0.001417,0.00585,0.000777,0.933345,-0.35898,-0.005969,0.358978,0.933327
plantview__langdon_4__12-03-24,48,50,2,8,8,0.8594,3.8436,5.0629,0.358531,OK,0.999629,-0.016872,0.021389,0.027054,0.707126,-0.70657,-0.003203,0.706886,0.70732
plantview__langdon_4__12-03-24,48,51,3,4,4,1.7902,4.5322,4.94,0.119464,OK,0.999556,-0.01313,0.026747,0.029764,0.398915,-0.916505,0.001364,0.916894,0.399128
plantview__langdon_4__12-03-24,49,50,1,12,12,0.0,1.8369,3.806,1.0,OK,0.999792,-0.015032,0.013785,0.019452,0.905967,-0.422902,-0.006132,0.423082,0.906071
plantview__langdon_4__12-03-24,49,51,2,8,7,0.3487,2.5618,3.3923,0.494307,OK,0.999791,-0.012593,0.016119,0.0204,0.671477,-0.740745,-0.001495,0.740918,0.671593
plantview__langdon_4__12-03-24,49,52,3,4,4,0.9308,3.3009,3.9177,0.172636,OK,0.95419,-0.058451,-0.293435,-0.245778,0.406167,-0.880126,0.170628,0.911928,0.373195
plantview__langdon_4__12-03-24,50,51,1,12,12,0.0,1.4229,1.9702,1.0,OK,0.999981,-0.005911,-0.001701,0.00479,0.921865,-0.387481,0.003859,0.387466,0.921876
plantview__langdon_4__12-03-24,50,52,2,8,8,0.0,0.6882,0.6973,0.666667,OK,0.951781,-0.057829,-0.301279,-0.153378,0.760819,-0.630578,0.265685,0.646382,0.715263
plantview__langdon_4__12-03-24,50,53,3,4,4,0.4417,0.9815,1.0236,0.231207,OK,0.951754,0.076791,-0.297099,-0.157961,0.952657,-0.259793,0.263083,0.294189,0.918825
plantview__langdon_4__12-03-24,51,52,1,12,12,0.0,1.9496,3.8235,1.0,OK,0.952314,-0.049417,-0.301092,-0.043438,0.954789,-0.294095,0.302012,0.29315,0.907112
plantview__langdon_4__12-03-24,51,53,2,8,8,0.0,1.0085,1.6016,0.666667,OK,0.952465,0.087238,-0.291892,-0.049943,0.989874,0.132876,0.300528,-0.111982,0.947176
plantview__langdon_4__12-03-24,51,54,3,4,4,0.0,0.6246,0.8923,0.333333,OK,0.954062,0.194507,-0.227886,-0.049101,0.851836,0.521502,0.295557,-0.486356,0.822256
plantview__langdon_4__12-03-24,52,53,1,12,12,0.0,3.8057,4.1822,1.0,OK,0.999965,0.008106,-0.001959,-0.006558,0.909483,0.41569,0.005151,-0.415663,0.909504
plantview__langdon_4__12-03-24,52,54,2,8,8,1.518,3.4258,4.3196,0.264757,OK,0.999952,0.00968,-0.001156,-0.005626,0.669766,0.742551,0.007962,-0.742509,0.669789
plantview__langdon_4__12-03-24,52,55,3,4,4,0.8667,2.2802,2.5146,0.178567,OK,0.999919,0.011929,-0.004503,0.000846,0.290263,0.956947,0.012722,-0.956873,0.290229
plantview__langdon_4__12-03-24,53,54,1,12,12,1.0958,3.0407,4.2192,0.477136,OK,0.999988,-0.004849,0.001011,0.004059,0.919161,0.393861,-0.002839,-0.393852,0.91917
plantview__langdon_4__12-03-24,53,55,2,8,8,2.4517,3.5399,4.4443,0.193141,OK,0.999963,-0.003283,-0.007957,0.008109,0.669439,0.742823,0.002888,-0.74286,0.66944
plantview__langdon_4__12-03-24,53,56,3,4,3,1.3773,3.4642,4.345,0.140214,OK,0.999765,0.009009,-0.019711,0.01402,0.424743,0.905205,0.016527,-0.905269,0.424517
plantview__langdon_4__12-03-24,54,55,1,12,12,1.1139,2.0376,2.3198,0.473057,OK,0.999953,0.006292,-0.007316,-0.00274,0.912102,0.409955,0.009253,-0.409916,0.912076
plantview__langdon_4__12-03-24,54,56,2,8,8,1.2221,1.6324,1.7165,0.300017,OK,0.999354,0.032362,-0.015628,-0.013987,0.750821,0.660357,0.033104,-0.659712,0.750789
plantview__langdon_4__12-03-24,54,57,3,4,4,1.1193,1.5076,1.6239,0.157288,OK,0.99935,0.030363,-0.019443,-0.02301,0.952269,0.304392,0.027758,-0.303746,0.952349
plantview__langdon_4__12-03-24,55,56,1,12,12,1.0745,2.0631,4.0281,0.482045,OK,0.99969,0.022794,-0.010035,-0.018711,0.953304,0.301433,0.016437,-0.301151,0.953435
plantview__langdon_4__12-03-24,55,57,2,8,8,0.6371,1.9326,2.7081,0.407225,OK,0.999688,0.022649,-0.010541,-0.023458,0.996168,-0.084256,0.008592,0.084477,0.996388
plantview__langdon_4__12-03-24,55,58,3,4,4,1.0299,2.7445,3.038,0.164213,OK,0.999971,-0.000711,-0.007614,-0.003199,0.865493,-0.50091,0.006946,0.50092,0.865466
plantview__langdon_4__12-03-24,56,57,1,12,12,1.4554,2.4313,3.9791,0.407259,OK,0.999958,2.3e-05,0.009183,0.003408,0.927641,-0.373457,-0.008527,0.373472,0.927602
plantview__langdon_4__12-03-24,56,58,2,8,8,1.8007,2.7308,2.733,0.238038,OK,0.999518,-0.016675,0.026191,0.030531,0.68133,-0.731339,-0.00565,0.731786,0.681511
plantview__langdon_4__12-03-24,56,59,3,4,4,2.0082,2.4837,2.6246,0.110808,OK,0.999347,-0.004718,0.035819,0.035179,0.352892,-0.935003,-0.008229,0.935652,0.352827
plantview__langdon_4__12-03-24,57,58,1,12,12,0.0,1.6466,2.2715,1.0,OK,0.999675,-0.020057,0.015738,0.02489,0.901453,-0.43216,-0.005519,0.432411,0.90166
plantview__langdon_4__12-03-24,57,59,2,8,8,1.3343,2.6084,2.7459,0.285594,OK,0.999688,-0.008165,0.023608,0.023049,0.665801,-0.745773,-0.009629,0.746085,0.665781
plantview__langdon_4__12-03-24,57,60,3,4,3,0.0,1.8499,2.6428,0.333333,OK,0.95863,-0.054354,-0.279416,-0.234454,0.405902,-0.883332,0.161428,0.912299,0.376366
plantview__langdon_4__12-03-24,58,59,1,12,12,0.0,1.7208,2.4809,1.0,OK,0.999998,0.001841,-0.001053,-0.002105,0.922323,-0.386414,0.00026,0.386416,0.922325
plantview__langdon_4__12-03-24,58,60,2,8,8,0.0,1.1772,1.8272,0.666667,OK,0.951267,-0.052127,-0.30393,-0.160193,0.758646,-0.631502,0.263493,0.649415,0.713325
plantview__langdon_4__12-03-24,58,61,3,4,4,0.7052,1.4466,1.4622,0.195478,OK,0.951959,0.078171,-0.29608,-0.161527,0.949604,-0.268629,0.26016,0.303548,0.916611
plantview__langdon_4__12-03-24,59,60,1,12,12,1.0186,2.7357,5.3848,0.495404,OK,0.952217,-0.053881,-0.300632,-0.042511,0.951354,-0.305154,0.302449,0.303353,0.903605
plantview__langdon_4__12-03-24,59,61,2,8,7,0.5452,2.7468,3.7198,0.431446,OK,0.953159,0.082541,-0.29099,-0.0493,0.991576,0.119781,0.298425,-0.099824,0.949198
plantview__langdon_4__12-03-24,59,62,3,4,3,0.6349,3.3928,4.3027,0.20389,OK,0.954336,0.191389,-0.229374,-0.049149,0.857947,0.511382,0.294664,-0.476757,0.828176
plantview__langdon_4__12-03-24,60,61,1,12,12,0.9822,3.0001,3.0522,0.5045,OK,0.999969,0.007901,-0.000633,-0.006899,0.906861,0.421373,0.003904,-0.421355,0.906887
plantview__langdon_4__12-03-24,60,62,2,8,8,1.8431,3.1983,3.634,0.234488,OK,0.999971,0.00703,0.002936,-0.006863,0.663886,0.747802,0.003308,-0.747801,0.663915
plantview__langdon_4__12-03-24,60,63,3,4,4,0.0,0.0,0.0,0.333333,OK,0.999726,0.023051,-0.004127,-0.002271,0.270826,0.962626,0.023307,-0.962352,0.270804
plantview__langdon_4__12-03-24,61,62,1,12,12,0.0,1.4255,3.5604,1.0,OK,0.999986,-0.004469,0.002791,0.003006,0.918949,0.394365,-0.004327,-0.394351,0.91895
plantview__langdon_4__12-03-24,61,63,2,8,8,0.0,1.7566,2.9976,0.666667,OK,0.999945,0.007239,-0.007621,0.000945,0.66022,0.751072,0.010469,-0.751037,0.660177
plantview__langdon_4__12-03-24,61,64,3,4,4,0.0,0.7486,1.0695,0.333333,OK,0.999813,0.01045,-0.016302,0.010531,0.413035,0.910654,0.01625,-0.910655,0.412848
plantview__langdon_4__12-03-24,62,63,1,12,12,0.9976,2.1849,2.3613,0.500594,OK,0.999889,0.012411,-0.008291,-0.007787,0.907687,0.419576,0.012733,-0.419465,0.907682
plantview__langdon_4__12-03-24,62,64,2,8,8,0.7652,1.4432,1.8757,0.377673,OK,0.999586,0.024291,-0.01544,-0.008026,0.750399,0.660936,0.027641,-0.660538,0.750283
plantview__langdon_4__12-03-24,62,65,3,4,4,0.7541,1.0124,1.0523,0.190034,OK,0.999732,0.017982,-0.014607,-0.012564,0.950559,0.310291,0.019465,-0.310024,0.950529
plantview__langdon_4__12-03-24,63,64,1,12,9,0.9074,3.4688,3.5904,0.524265,OK,0.999872,0.01234,-0.010215,-0.008843,0.956895,0.290301,0.013357,-0.290173,0.956881
plantview__langdon_4__12-03-24,63,65,2,8,8,0.3906,1.0807,1.1785,0.479415,OK,0.999943,0.008985,-0.005688,-0.009466,0.995803,-0.091029,0.004846,0.091077,0.995832
plantview__langdon_4__12-03-24,63,66,3,4,4,0.0,2.1398,3.0568,0.333333,OK,0.999967,-0.008061,0.000793,0.007379,0.866171,-0.499694,0.003341,0.499683,0.866202
plantview__langdon_4__12-03-24,64,65,1,12,12,1.4342,3.6718,4.0171,0.410813,OK,0.999977,-0.00211,0.006394,0.004255,0.934002,-0.357242,-0.005218,0.357261,0.93399
plantview__langdon_4__12-03-24,64,66,2,8,5,0.4317,3.9991,4.16,0.465651,OK,0.999721,-0.018351,0.014904,0.023522,0.70886,-0.704957,0.002372,0.70511,0.709094
plantview__langdon_4__12-03-24,64,67,3,4,4,0.0,0.0,0.0,0.333333,OK,0.999822,-0.009809,0.016114,0.018637,0.381369,-0.924235,0.00292,0.924371,0.381484
plantview__langdon_4__12-03-24,65,66,1,12,11,0.3285,2.7628,4.0268,0.752737,OK,0.999887,-0.013883,0.005839,0.015048,0.905056,-0.425027,0.000616,0.425067,0.905162
plantview__langdon_4__12-03-24,65,67,2,8,8,0.5672,3.3911,4.2843,0.425398,OK,0.999903,-0.009689,0.010048,0.013949,0.666784,-0.745121,0.00052,0.745188,0.666854
plantview__langdon_4__12-03-24,65,68,3,4,4,0.0,2.6789,3.827,0.333333,OK,0.956253,-0.050767,-0.288101,-0.243785,0.406081,-0.88072,0.161704,0.912426,0.37594
plantview__langdon_4__12-03-24,66,67,1,12,12,0.0,1.5907,1.7043,1.0,OK,0.999999,0.000852,0.000549,-0.000576,0.923265,-0.384164,-0.000835,0.384164,0.923265
plantview__langdon_4__12-03-24,66,68,2,8,8,0.0753,0.9935,1.5863,0.620002,OK,0.955584,-0.044746,-0.291303,-0.154784,0.764924,-0.625246,0.250802,0.642564,0.724023
plantview__langdon_4__12-03-24,66,69,3,4,4,0.6019,1.4202,1.5129,0.208092,OK,0.954019,0.080024,-0.288867,-0.160268,0.950564,-0.265973,0.253303,0.300039,0.919682
plantview__langdon_4__12-03-24,67,68,1,12,12,0.0,1.7873,2.7759,1.0,OK,0.955232,-0.045503,-0.292337,-0.046892,0.952326,-0.301457,0.292117,0.30167,0.907559
plantview__langdon_4__12-03-24,67,69,2,8,8,0.4943,1.5021,1.6988,0.446131,OK,0.956581,0.080384,-0.280163,-0.052551,0.993031,0.10549,0.28669,-0.086187,0.954139
