sequence,window_i,window_j,window_distance,n_overlap,n_inliers,Q_disp_med_deg,Q_disp_p90_deg,Q_disp_max_deg,weight,edge_status,q00,q01,q02,q10,q11,q12,q20,q21,q22
plantview__langdon_4__12-03-24,67,70,3,4,4,0.3793,1.5202,1.8466,0.241669,OK,0.953966,0.195623,-0.227334,-0.055492,0.860037,0.507206,0.294737,-0.471242,0.831301
plantview__langdon_4__12-03-24,68,69,1,12,12,0.0,3.1175,4.547,1.0,OK,0.999964,0.007474,0.004107,-0.008495,0.91537,0.402524,-0.000751,-0.402544,0.9154
plantview__langdon_4__12-03-24,68,70,2,8,6,0.5071,3.2533,3.2679,0.442347,OK,0.999879,0.015515,-0.000562,-0.009878,0.663662,0.747968,0.011977,-0.747872,0.663735
plantview__langdon_4__12-03-24,68,71,3,4,4,0.8364,2.5487,2.9241,0.181513,OK,0.999756,0.021644,0.004397,-0.01052,0.291638,0.956471,0.01942,-0.956284,0.291795
plantview__langdon_4__12-03-24,69,70,1,12,12,1.8535,2.9565,3.792,0.350449,OK,0.999999,0.000243,-0.001482,0.000399,0.908355,0.418201,0.001447,-0.418201,0.908354
plantview__langdon_4__12-03-24,69,71,2,8,8,1.925,3.1696,3.6603,0.227919,OK,0.999987,0.004737,-0.001686,-0.001793,0.649242,0.76058,0.004698,-0.760567,0.649242
plantview__langdon_4__12-03-24,69,72,3,4,4,1.7114,2.3948,2.6611,0.122939,OK,0.999771,0.005523,-0.020693,0.016634,0.408351,0.912673,0.013491,-0.912808,0.408165
plantview__langdon_4__12-03-24,70,71,1,12,12,1.3355,1.9697,2.0129,0.428174,OK,0.999931,0.011296,-0.003269,-0.00898,0.912984,0.407897,0.007593,-0.407839,0.913022
plantview__langdon_4__12-03-24,70,72,2,8,8,0.9785,1.787,2.3359,0.336952,OK,0.999292,0.032495,-0.018939,-0.012737,0.766148,0.642538,0.035389,-0.641842,0.76602
plantview__langdon_4__12-03-24,70,73,3,4,4,0.9657,1.0804,1.0891,0.169578,OK,0.999151,0.033171,-0.024417,-0.024698,0.956914,0.28932,0.032962,-0.288471,0.956921
plantview__langdon_4__12-03-24,71,72,1,12,12,0.4161,1.227,2.0887,0.706152,OK,0.999599,0.021443,-0.018468,-0.015521,0.961081,0.275829,0.023664,-0.275432,0.961029
plantview__langdon_4__12-03-24,71,73,2,8,7,0.3173,1.8844,3.0184,0.506095,OK,0.999685,0.018027,-0.017459,-0.0198,0.994022,-0.107365,0.015419,0.107677,0.994066
plantview__langdon_4__12-03-24,71,74,3,4,4,0.0,2.1518,3.0739,0.333333,OK,0.999836,0.000945,-0.018092,-0.009844,0.866679,-0.49877,0.015208,0.498866,0.866546
plantview__langdon_4__12-03-24,72,73,1,12,7,0.2687,3.4573,4.661,0.788206,OK,0.99998,0.005007,0.003744,-0.003251,0.927946,-0.372699,-0.00534,0.37268,0.927945
plantview__langdon_4__12-03-24,72,74,2,8,8,0.0,3.3485,3.4088,0.666667,OK,0.999916,-0.00969,0.008568,0.012901,0.699133,-0.714875,0.000937,0.714925,0.6992
plantview__langdon_4__12-03-24,72,75,3,4,4,1.9167,3.9052,4.0917,0.114286,OK,0.999956,-0.000782,0.009323,0.00891,0.383551,-0.923477,-0.002854,0.923519,0.383541
plantview__langdon_4__12-03-24,73,74,1,12,12,0.0,1.4021,3.0467,1.0,OK,0.999907,-0.012967,0.004229,0.013556,0.910643,-0.412971,0.001504,0.41299,0.910735
plantview__langdon_4__12-03-24,73,75,2,8,8,0.0,1.4187,3.1008,0.666667,OK,0.999933,3.2e-05,0.011597,0.008345,0.692382,-0.721483,-0.008052,0.721531,0.692335
plantview__langdon_4__12-03-24,73,76,3,4,4,0.0,0.1416,0.2023,0.333333,OK,0.958918,-0.045058,-0.280083,-0.234589,0.429207,-0.87221,0.159513,0.902082,0.401004
plantview__langdon_4__12-03-24,74,75,1,12,12,0.0,0.0,0.7129,1.0,OK,0.999935,0.01141,-0.000609,-0.010834,0.929837,-0.367812,-0.003631,0.367795,0.9299
plantview__langdon_4__12-03-24,74,76,2,8,8,0.0,0.0,0.0,0.666667,OK,0.95895,-0.040242,-0.280705,-0.150185,0.767584,-0.623105,0.24054,0.639684,0.730031
plantview__langdon_4__12-03-24,75,76,1,12,11,0.6264,2.7583,4.4412,0.614837,OK,0.960497,-0.052794,-0.273236,-0.037427,0.948415,-0.314816,0.275762,0.312606,0.908974
plantview__langdon_4__15-04-24,0,1,1,12,12,1.4989,4.0681,4.63,0.400177,OK,0.999634,-0.0176,0.020566,0.024176,0.922225,-0.385897,-0.012174,0.386253,0.922312
plantview__langdon_4__15-04-24,0,2,2,8,8,0.8945,3.1413,3.2193,0.351898,OK,0.999749,-0.01039,0.019831,0.022173,0.582015,-0.812875,-0.003096,0.813111,0.5821
plantview__langdon_4__15-04-24,0,3,3,4,4,1.3305,3.9598,4.5164,0.14303,OK,0.996639,0.00959,0.081356,0.079386,0.132014,-0.988064,-0.020216,0.991202,0.130808
plantview__langdon_4__15-04-24,1,2,1,12,12,2.4029,4.1294,4.6976,0.293864,OK,0.999557,0.007784,-0.028709,-0.021612,0.853217,-0.521108,0.020439,0.521498,0.853007
plantview__langdon_4__15-04-24,1,3,2,8,8,2.1129,3.2952,3.7496,0.214162,OK,0.999822,0.001126,0.018842,0.015676,0.506557,-0.862064,-0.010515,0.862206,0.506449
plantview__langdon_4__15-04-24,1,4,3,4,4,1.4099,2.4426,2.8824,0.138317,OK,0.95417,0.01783,-0.298733,-0.250514,0.593668,-0.764723,0.163713,0.804512,0.570927
plantview__langdon_4__15-04-24,2,3,1,12,11,1.9457,3.9034,4.4465,0.339474,OK,0.997599,0.003975,0.069136,0.029716,0.877195,-0.479214,-0.062551,0.480118,0.874971
plantview__langdon_4__15-04-24,2,4,2,8,8,1.6314,2.2278,2.296,0.253351,OK,0.973943,0.006359,-0.226704,-0.096277,0.916657,-0.387905,0.205343,0.399624,0.893384
plantview__langdon_4__15-04-24,2,5,3,4,4,1.1053,1.2274,1.2463,0.158329,OK,0.976393,0.095362,-0.193812,-0.094068,0.995439,0.01589,0.194443,0.002717,0.98091
plantview__langdon_4__15-04-24,3,4,1,12,7,0.256,1.9147,2.2031,0.796204,OK,0.955893,0.00744,-0.29362,0.021018,0.995383,0.093648,0.292961,-0.095689,0.951324
plantview__langdon_4__15-04-24,3,5,2,8,8,0.3508,1.7551,1.7893,0.493525,OK,0.954475,0.138027,-0.264436,0.015295,0.862689,0.505504,0.297899,-0.486535,0.821304
plantview__langdon_4__15-04-24,3,6,3,4,4,0.0,0.0,0.0,0.333333,OK,0.954737,0.239473,-0.176436,0.009545,0.568187,0.822844,0.297298,-0.787284,0.540183
plantview__langdon_4__15-04-24,4,5,1,12,11,0.7112,3.5185,5.6064,0.584389,OK,0.999959,0.008646,-0.002642,-0.006663,0.902331,0.430992,0.00611,-0.430957,0.902352
plantview__langdon_4__15-04-24,4,6,2,8,5,0.2328,3.8309,4.9488,0.540767,OK,0.999895,0.014149,0.003164,-0.011456,0.637301,0.77053,0.008886,-0.770485,0.637396
plantview__langdon_4__15-04-24,4,7,3,4,4,1.7298,4.0634,4.8894,0.122108,OK,0.999944,0.009162,-0.005368,0.002919,0.248809,0.968548,0.01021,-0.968509,0.248768
plantview__langdon_4__15-04-24,5,6,1,12,12,0.6493,2.7079,2.8276,0.606334,OK,0.999994,0.002891,0.001659,-0.003318,0.910442,0.413623,-0.000315,-0.413626,0.910447
plantview__langdon_4__15-04-24,5,7,2,8,8,0.7569,2.8338,2.9928,0.379462,OK,0.999899,0.002163,-0.014063,0.009147,0.659402,0.751735,0.010899,-0.751788,0.659315
plantview__langdon_4__15-04-24,5,8,3,4,4,0.0,0.5883,0.8404,0.333333,OK,0.999888,0.000417,-0.014948,0.009803,0.736604,0.676254,0.011293,-0.676324,0.736517
plantview__langdon_4__15-04-24,6,7,1,12,12,0.5422,1.4904,1.8488,0.64841,OK,0.999835,0.008131,-0.016261,-0.000686,0.910639,0.413202,0.018168,-0.413123,0.910494
plantview__langdon_4__15-04-24,6,8,2,8,8,1.1301,1.332,1.4684,0.312975,OK,0.999834,0.008496,-0.016118,-0.003032,0.949873,0.312623,0.017966,-0.312522,0.949741
plantview__langdon_4__15-04-24,6,9,3,4,4,0.6392,0.8181,0.8884,0.203348,OK,0.999806,0.010895,-0.016411,-0.012375,0.995591,-0.092982,0.015325,0.093167,0.995533
plantview__langdon_4__15-04-24,7,8,1,12,12,0.3948,1.7666,2.359,0.716952,OK,0.999996,-0.002795,0.000378,0.002818,0.994925,-0.100582,-9.5e-05,0.100583,0.994929
plantview__langdon_4__15-04-24,7,9,2,8,7,0.3797,2.0227,3.5718,0.483213,OK,0.99997,-0.001715,0.007608,0.005216,0.87228,-0.48898,-0.005798,0.489004,0.872262
plantview__langdon_4__15-04-24,7,10,3,4,4,0.0,2.0915,2.9878,0.333333,OK,0.999907,-0.010899,0.008137,0.012973,0.584486,-0.8113,0.004087,0.811331,0.584573
plantview__langdon_4__15-04-24,8,9,1,12,12,0.4818,2.7182,3.2991,0.674833,OK,0.999971,0.002421,0.007224,0.000623,0.918962,-0.394345,-0.007593,0.394338,0.918934
plantview__langdon_4__15-04-24,8,10,2,8,8,1.1146,2.9364,3.0695,0.315264,OK,0.999887,-0.006167,0.013673,0.014317,0.664253,-0.747371,-0.004474,0.747483,0.664266
plantview__langdon_4__15-04-24,8,11,3,4,4,1.1844,2.5529,2.6319,0.152601,OK,0.999821,0.003237,0.01866,0.016736,0.310196,-0.950525,-0.008865,0.950667,0.310086
plantview__langdon_4__15-04-24,9,10,1,12,12,0.9486,1.8402,1.9624,0.513187,OK,0.999901,-0.01099,0.008737,0.013668,0.904251,-0.426782,-0.00321,0.42686,0.904312
plantview__langdon_4__15-04-24,9,11,2,8,8,0.0,2.0915,2.7324,0.666667,OK,0.99991,-0.004558,0.012653,0.012518,0.65945,-0.751645,-0.004918,0.751735,0.659447
plantview__langdon_4__15-04-24,9,12,3,4,4,0.0,0.8779,1.2541,0.333333,OK,0.955638,0.010039,-0.294373,-0.204168,0.742937,-0.637464,0.212302,0.669287,0.712028
plantview__langdon_4__15-04-24,10,11,1,12,12,1.3236,2.2021,2.7667,0.430373,OK,0.99999,-0.000676,-0.004446,-0.001149,0.917426,-0.397904,0.004348,0.397905,0.917416
plantview__langdon_4__15-04-24,10,12,2,8,8,0.4294,1.8127,2.0194,0.466388,OK,0.951495,0.014306,-0.30733,-0.101149,0.957936,-0.268567,0.29056,0.286626,0.912918
plantview__langdon_4__15-04-24,10,13,3,4,4,1.6881,1.8055,1.8219,0.124002,OK,0.951225,0.139654,-0.275079,-0.106618,0.985545,0.13166,0.289489,-0.09591,0.952364
plantview__langdon_4__15-04-24,11,12,1,12,12,0.0,1.8455,2.0723,1.0,OK,0.953039,0.015514,-0.302451,0.020727,0.993004,0.116247,0.302138,-0.117057,0.94605
plantview__langdon_4__15-04-24,11,13,2,8,8,0.5999,1.9818,2.7615,0.416683,OK,0.952419,0.140256,-0.270602,0.012042,0.869821,0.49322,0.304552,-0.473011,0.826746
plantview__langdon_4__15-04-24,11,14,3,4,4,0.0,0.9061,1.2944,0.333333,OK,0.948955,0.257468,-0.182196,0.003312,0.56948,0.821999,0.315395,-0.780643,0.539558
plantview__langdon_4__15-04-24,12,13,1,12,10,0.0,2.4186,2.713,1.0,OK,0.999966,0.007353,0.003839,-0.008267,0.92119,0.389026,-0.000675,-0.389044,0.921219
plantview__langdon_4__15-04-24,12,14,2,8,8,0.0,3.0106,3.5356,0.666667,OK,0.999866,0.011045,0.012117,-0.016395,0.665702,0.746038,0.000174,-0.746136,0.665793
plantview__langdon_4__15-04-24,12,15,3,4,4,0.0,2.6537,3.791,0.333333,OK,0.999966,-0.006118,-0.005465,0.007057,0.30193,0.953304,-0.004182,-0.953311,0.301963
plantview__langdon_4__15-04-24,13,14,1,12,12,0.0,1.148,2.6525,1.0,OK,0.999941,0.000465,0.010887,-0.005089,0.903347,0.42888,-0.009635,-0.42891,0.903296
plantview__langdon_4__15-04-24,13,15,2,8,7,0.0,2.2306,2.7961,0.666667,OK,0.999893,0.002431,-0.014455,0.009121,0.668804,0.743383,0.011475,-0.743434,0.66871
plantview__langdon_4__15-04-24,13,16,3,4,4,0.0,0.8488,1.2126,0.333333,OK,0.999891,0.009282,-0.011496,0.001067,0.730683,0.682716,0.014737,-0.682653,0.730594
plantview__langdon_4__15-04-24,14,15,1,12,12,1.7874,3.0761,3.3444,0.358763,OK,0.999068,0.028467,-0.032457,-0.013756,0.922527,0.385687,0.040922,-0.384881,0.922059
plantview__langdon_4__15-04-24,14,16,2,8,8,1.2371,2.2887,2.7438,0.298006,OK,0.998506,0.044038,-0.032363,-0.032212,0.952621,0.30245,0.044149,-0.300956,0.952616
plantview__langdon_4__15-04-24,14,17,3,4,4,0.5968,1.2831,1.4748,0.208749,OK,0.997943,0.041068,-0.049221,-0.04564,0.994365,-0.095681,0.045014,0.09773,0.994194
plantview__langdon_4__15-04-24,15,16,1,12,11,0.8883,4.0209,5.721,0.52957,OK,0.999956,0.004929,0.007991,-0.004327,0.99728,-0.073575,-0.008332,0.073537,0.997258
plantview__langdon_4__15-04-24,15,17,2,8,8,1.7172,3.5033,4.6726,0.24535,OK,0.999892,0.006446,0.01322,0.000233,0.891793,-0.452444,-0.014706,0.452398,0.891695
plantview__langdon_4__15-04-24,15,18,3,4,4,2.6263,4.0265,4.4477,0.09192,OK,0.999972,0.003598,0.0066,0.002932,0.621793,-0.783176,-0.006922,0.783174,0.621765
plantview__langdon_4__15-04-24,16,17,1,12,12,0.0,2.9158,3.7413,1.0,OK,0.999965,-0.000817,0.008333,0.003915,0.925387,-0.379003,-0.007402,0.379022,0.925358
plantview__langdon_4__15-04-24,16,18,2,8,8,1.3984,3.2639,3.7727,0.277959,OK,0.999901,-0.008228,0.011391,0.013959,0.674274,-0.738349,-0.001606,0.738435,0.674323
plantview__langdon_4__15-04-24,16,19,3,4,4,1.9874,2.7761,3.1131,0.11158,OK,0.999784,0.009397,0.018533,0.014494,0.323738,-0.946036,-0.01489,0.9461,0.323532
plantview__langdon_4__15-04-24,17,18,1,12,12,0.4033,2.0485,2.19,0.712601,OK,0.999942,-0.010705,0.001512,0.010303,0.901125,-0.433437,0.003277,0.433427,0.901183
plantview__langdon_4__15-04-24,17,19,2,8,8,0.6141,2.2255,2.8001,0.413025,OK,0.999961,-0.00022,0.008772,0.006799,0.651397,-0.758707,-0.005548,0.758737,0.651373
plantview__langdon_4__15-04-24,17,20,3,4,4,1.7279,2.3528,2.5326,0.122193,OK,0.950771,0.008844,-0.309769,-0.215757,0.736423,-0.641195,0.22245,0.676464,0.702077
plantview__langdon_4__15-04-24,18,19,1,12,12,0.2038,2.0157,2.3631,0.830682,OK,0.999945,0.007594,0.007294,-0.004033,0.916117,-0.40089,-0.009727,0.400839,0.916097
plantview__langdon_4__15-04-24,18,20,2,8,8,0.4851,1.5549,1.917,0.448898,OK,0.953344,0.016315,-0.301444,-0.104781,0.954345,-0.279726,0.283118,0.298261,0.911529
plantview__langdon_4__15-04-24,18,21,3,4,4,1.0376,1.4962,1.526,0.163588,OK,0.956393,0.13353,-0.259773,-0.104084,0.986803,0.124041,0.272908,-0.091593,0.95767
plantview__langdon_4__15-04-24,19,20,1,12,12,1.1991,2.6488,4.3072,0.454726,OK,0.951049,0.014184,-0.308713,0.021091,0.993638,0.110626,0.308318,-0.111722,0.9447
plantview__langdon_4__15-04-24,19,21,2,8,8,0.0,2.6302,3.8371,0.666667,OK,0.952063,0.14137,-0.271275,0.013612,0.866349,0.499254,0.305598,-0.479014,0.822895
plantview__langdon_4__15-04-24,19,22,3,4,4,0.0,2.3876,3.4108,0.333333,OK,0.950749,0.251504,-0.181167,0.008996,0.56185,0.827191,0.30983,-0.788081,0.531916
plantview__langdon_4__15-04-24,20,21,1,12,9,0.0,3.1134,3.3988,1.0,OK,0.999995,0.00197,0.002338,-0.002757,0.911607,0.411054,-0.001322,-0.411059,0.911608
plantview__langdon_4__15-04-24,20,22,2,8,8,1.1751,3.2091,3.5583,0.306494,OK,0.999963,0.00742,0.004258,-0.008023,0.640693,0.767755,0.002968,-0.767761,0.640729
plantview__langdon_4__15-04-24,20,23,3,4,4,0.1768,0.5087,0.5752,0.283247,OK,0.999983,0.002018,-0.005434,0.004687,0.26997,0.962857,0.00341,-0.962867,0.269956
plantview__langdon_4__15-04-24,21,22,1,12,12,0.0,1.8055,2.2641,1.0,OK,0.999987,0.00514,-0.000479,-0.004402,0.897523,0.440947,0.002696,-0.440939,0.897533
plantview__langdon_4__15-04-24,21,23,2,8,8,0.0,2.6139,2.7975,0.666667,OK,0.999939,0.005465,-0.009625,0.003556,0.664927,0.7469,0.010482,-0.746889,0.664866
plantview__langdon_4__15-04-24,21,24,3,4,4,0.9746,2.051,2.0946,0.16881,OK,0.999784,0.004163,-0.020357,0.010824,0.731978,0.681242,0.017737,-0.681316,0.731775
plantview__langdon_4__15-04-24,22,23,1,12,12,1.0577,1.9197,1.984,0.485981,OK,0.999902,0.006589,-0.01235,-0.001533,0.928543,0.371222,0.013913,-0.371167,0.928462
plantview__langdon_4__15-04-24,22,24,2,8,8,0.4734,1.0898,1.1888,0.452469,OK,0.999751,0.004023,-0.021969,0.002487,0.957476,0.288502,0.022196,-0.288484,0.957227
plantview__langdon_4__15-04-24,22,25,3,4,4,0.7007,0.9709,1.0674,0.195996,OK,0.999774,0.004428,-0.020816,-0.006495,0.994935,-0.100307,0.020266,0.100419,0.994739
plantview__langdon_4__15-04-24,23,24,1,12,10,0.3672,3.7432,5.0417,0.731449,OK,0.999939,-0.00634,-0.009048,0.005627,0.997033,-0.076763,0.009508,0.076707,0.997008
plantview__langdon_4__15-04-24,23,25,2,8,8,0.0,3.9144,4.3896,0.666667,OK,0.99998,-0.003849,-0.005083,0.001104,0.889671,-0.4566,0.00628,0.456585,0.889658
plantview__langdon_4__15-04-24,23,26,3,4,4,2.0496,4.3673,4.4822,0.109303,OK,0.999759,-0.020639,0.007481,0.018835,0.631366,-0.775256,0.011278,0.77521,0.631603
plantview__langdon_4__15-04-24,24,25,1,12,12,1.219,2.8137,2.9799,0.450653,OK,0.999973,0.007383,6.5e-05,-0.006793,0.923374,-0.383842,-0.002894,0.383832,0.923399
plantview__langdon_4__15-04-24,24,26,2,8,8,2.636,3.519,4.2125,0.183349,OK,0.999963,-0.006779,0.005365,0.008565,0.692461,-0.721405,0.001175,0.721424,0.692493
plantview__langdon_4__15-04-24,24,27,3,4,4,3.3674,3.8935,4.0338,0.076323,OK,0.999399,0.005641,0.034214,0.030092,0.349184,-0.936571,-0.01723,0.937037,0.348804
plantview__langdon_4__15-04-24,25,26,1,12,12,0.0,2.585,2.9875,1.0,OK,0.999935,-0.010621,0.004155,0.011394,0.915235,-0.402758,0.000475,0.40278,0.915297
plantview__langdon_4__15-04-24,25,27,2,8,8,0.2114,2.5961,2.7126,0.550325,OK,0.999223,0.003737,0.03924,0.026005,0.685627,-0.727489,-0.029623,0.727944,0.684997
plantview__langdon_4__15-04-24,25,28,3,4,4,0.5575,2.1232,2.5553,0.214024,OK,0.969363,0.008013,-0.245502,-0.167908,0.75111,-0.638468,0.179283,0.660129,0.729443
plantview__langdon_4__15-04-24,26,27,1,12,9,0.0,2.0264,3.1267,1.0,OK,0.998606,0.012819,0.051198,0.008098,0.921354,-0.388639,-0.052153,0.388512,0.919967
plantview__langdon_4__15-04-24,26,28,2,8,8,0.7795,1.372,1.5279,0.374643,OK,0.973702,0.012463,-0.227485,-0.078738,0.955383,-0.284683,0.213787,0.295108,0.931239
plantview__langdon_4__15-04-24,26,29,3,4,4,0.5945,1.7193,2.0911,0.209046,OK,0.976089,0.098868,-0.193586,-0.076889,0.990039,0.117946,0.203318,-0.100241,0.973968
plantview__langdon_4__15-04-24,27,28,1,12,10,0.0,2.9299,4.3838,1.0,OK,0.96116,0.004899,-0.275949,0.023148,0.994889,0.098286,0.27502,-0.100856,0.956134
plantview__langdon_4__15-04-24,27,29,2,8,6,0.0,2.5347,2.906,0.666667,OK,0.962918,0.114771,-0.244167,0.020771,0.870783,0.491228,0.268995,-0.478084,0.836109
plantview__langdon_4__15-04-24,27,30,3,4,4,2.2608,2.9385,3.0443,0.102225,OK,0.963092,0.213473,-0.16396,0.010583,0.578627,0.815524,0.268964,-0.78716,0.555012
plantview__langdon_4__15-04-24,28,29,1,12,12,1.4574,3.7307,4.7044,0.406936,OK,0.999988,0.004663,0.001665,-0.00494,0.916609,0.399754,0.000339,-0.399758,0.916621
plantview__langdon_4__15-04-24,28,30,2,8,8,1.7552,3.8723,4.6737,0.241969,OK,0.999861,0.012222,0.011353,-0.016601,0.66214,0.749196,0.001639,-0.74928,0.662251
plantview__langdon_4__15-04-24,28,31,3,4,3,1.8928,3.9778,4.8586,0.115227,OK,0.999992,0.003305,0.00208,-0.003011,0.31328,0.949656,0.002487,-0.949655,0.313287
plantview__langdon_4__15-04-24,29,30,1,12,12,0.5839,2.7276,3.6852,0.631355,OK,0.999953,0.007838,0.005745,-0.009524,0.907876,0.419131,-0.001931,-0.419166,0.907908
plantview__langdon_4__15-04-24,29,31,2,8,7,0.7719,3.0338,3.4595,0.376235,OK,0.999875,0.014087,-0.007168,-0.00406,0.667203,0.744865,0.015275,-0.744743,0.667177
plantview__langdon_4__15-04-24,29,32,3,4,4,0.0659,0.6518,0.8747,0.312727,OK,0.999761,0.007786,-0.020431,0.007682,0.749793,0.661628,0.020471,-0.661627,0.749553
plantview__langdon_4__15-04-24,30,31,1,12,12,0.9115,1.3589,1.8809,0.523149,OK,0.999796,0.015258,-0.013252,-0.008791,0.918786,0.394658,0.018198,-0.394461,0.918733
plantview__langdon_4__15-04-24,30,32,2,8,8,0.3247,0.8757,0.9453,0.50324,OK,0.999702,0.004466,-0.024005,0.002638,0.957622,0.288016,0.024273,-0.287993,0.957325
plantview__langdon_4__15-04-24,30,33,3,4,4,0.6251,0.9249,1.0146,0.205111,OK,0.999803,6.4e-05,-0.019869,-0.002325,0.993504,-0.113774,0.019732,0.113798,0.993308
plantview__langdon_4__15-04-24,31,32,1,12,9,0.1965,1.5061,4.843,0.835773,OK,0.999822,-0.01633,-0.009486,0.015141,0.993351,-0.114127,0.011287,0.113963,0.993421
plantview__langdon_4__15-04-24,31,33,2,8,7,0.4191,2.1742,3.3757,0.469788,OK,0.999759,-0.021839,0.00237,0.020102,0.866024,-0.499597,0.008858,0.499525,0.866254
plantview__langdon_4__15-04-24,31,34,3,4,4,1.4228,3.4799,3.7518,0.137582,OK,0.998945,-0.034442,0.030365,0.044793,0.585662,-0.809317,0.01009,0.809824,0.586587
plantview__langdon_4__15-04-24,32,33,1,12,12,1.0357,3.822,4.1037,0.491234,OK,0.999996,-0.002533,0.000918,0.002688,0.916281,-0.400527,0.000173,0.400528,0.916284
plantview__langdon_4__15-04-24,32,34,2,8,8,3.3793,4.5593,4.8965,0.152232,OK,0.999674,-0.015067,0.020619,0.025398,0.670832,-0.741175,-0.002664,0.741457,0.670996
plantview__langdon_4__15-04-24,32,35,3,4,4,3.7152,4.3354,4.5688,0.070693,OK,0.999837,-0.007038,-0.016655,-0.013454,0.32581,-0.94534,0.01208,0.945409,0.325662
plantview__langdon_4__15-04-24,33,34,1,12,11,0.0,3.4127,4.3856,1.0,OK,0.999919,-0.005808,0.011351,0.009937,0.912769,-0.408356,-0.00799,0.408436,0.912752
plantview__langdon_4__15-04-24,33,35,2,8,6,0.0,4.7972,5.3012,0.666667,OK,0.999145,0.004113,-0.04113,-0.032064,0.705085,-0.708398,0.026087,0.709111,0.704614
plantview__langdon_4__15-04-24,33,36,3,4,4,0.5267,1.3816,1.5223,0.21834,OK,0.956455,0.021043,-0.291121,-0.20722,0.751375,-0.626494,0.205558,0.659539,0.723017
plantview__langdon_4__15-04-24,34,35,1,12,12,0.8834,2.5807,3.9729,0.530944,OK,0.999404,-0.00084,-0.034523,-0.011764,0.931625,-0.363231,0.032468,0.36342,0.931059
plantview__langdon_4__15-04-24,34,36,2,8,8,1.5082,2.1135,2.2693,0.265799,OK,0.961822,0.015485,-0.273237,-0.094942,0.955275,-0.280065,0.25668,0.295314,0.920275
plantview__langdon_4__15-04-24,34,37,3,4,4,0.4948,1.1279,1.2963,0.222998,OK,0.968327,0.110844,-0.223731,-0.087986,0.990063,0.109702,0.233668,-0.086542,0.968458
plantview__langdon_4__15-04-24,35,36,1,12,12,0.9316,2.662,3.1029,0.517713,OK,0.971605,0.018598,-0.235878,-0.00197,0.997507,0.070536,0.236602,-0.068068,0.969219
plantview__langdon_4__15-04-24,35,37,2,8,8,0.0,2.4672,2.5192,0.666667,OK,0.973947,0.110797,-0.197865,-0.008718,0.890168,0.455549,0.226607,-0.441956,0.867943
plantview__langdon_4__15-04-24,35,38,3,4,4,0.0,2.0902,2.986,0.333333,OK,0.972569,0.191813,-0.131598,-0.015597,0.618231,0.785842,0.232093,-0.762233,0.604263
plantview__langdon_4__15-04-24,36,37,1,12,12,2.0314,4.6301,5.0399,0.329881,OK,0.999989,0.002524,0.003952,-0.003885,0.91792,0.396747,-0.002626,-0.396758,0.91792
plantview__langdon_4__15-04-24,36,38,2,8,8,2.953,3.9616,4.0643,0.16865,OK,0.999957,0.009258,-0.00045,-0.005896,0.672719,0.739874,0.007152,-0.73984,0.672745
plantview__langdon_4__15-04-24,36,39,3,4,4,2.9947,3.6921,3.891,0.083444,OK,0.999949,0.001222,-0.010024,0.009082,0.325113,0.945631,0.004415,-0.945674,0.325086
plantview__langdon_4__15-04-24,37,38,1,12,8,0.3623,3.3896,3.4439,0.734038,OK,0.999973,0.005856,-0.004496,-0.003513,0.913077,0.407773,0.006493,-0.407746,0.913072
plantview__langdon_4__15-04-24,37,39,2,8,8,1.65,3.3669,3.4862,0.251576,OK,0.999879,0.004529,-0.0149,0.007785,0.683301,0.730095,0.013488,-0.730123,0.683183
plantview__langdon_4__15-04-24,37,40,3,4,4,0.0761,0.2629,0.3103,0.309751,OK,0.99996,0.001306,-0.008808,0.004749,0.75858,0.651562,0.007532,-0.651578,0.758544
plantview__langdon_4__15-04-24,38,39,1,12,12,0.6003,0.9995,1.5267,0.624885,OK,0.999956,0.001338,-0.009262,0.002431,0.918578,0.395231,0.009036,-0.395237,0.918535
plantview__langdon_4__15-04-24,38,40,2,8,8,0.5457,1.0746,1.3372,0.431294,OK,0.999997,-0.000756,-0.002187,0.001363,0.95628,0.292449,0.00187,-0.292451,0.956279
plantview__langdon_4__15-04-24,38,41,3,4,4,0.6869,1.0249,1.127,0.197601,OK,0.999986,0.003538,0.004018,-0.003086,0.994206,-0.107444,-0.004375,0.10743,0.994203
plantview__langdon_4__15-04-24,39,40,1,12,9,0.1955,2.394,3.6512,0.836495,OK,0.999962,-0.006388,0.005908,0.007008,0.993699,-0.111859,-0.005156,0.111896,0.993707
plantview__langdon_4__15-04-24,39,41,2,8,8,0.0,2.6931,2.7648,0.666667,OK,0.999949,-0.003346,0.009573,0.007648,0.86876,-0.495174,-0.00666,0.495222,0.868741
plantview__langdon_4__15-04-24,39,42,3,4,4,1.2347,2.7592,2.8835,0.149166,OK,0.999854,-0.011083,0.013018,0.017038,0.582693,-0.812514,0.001419,0.812617,0.582797
plantview__langdon_4__15-04-24,40,41,1,12,12,0.7283,2.5171,3.0603,0.578589,OK,0.999983,0.005305,0.00244,-0.003912,0.91891,-0.394447,-0.004334,0.394431,0.918915
plantview__langdon_4__15-04-24,40,42,2,8,8,2.2399,3.6636,3.9995,0.20577,OK,0.999969,-0.004431,0.006446,0.007756,0.668833,-0.743372,-0.001017,0.743399,0.668847
